KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C04425,0,555082,40,31000,654,16,-0.09,1.94,-0.1,98.93,55.55,43.38,1.42,2.58,-0.09,-0.09,-0.12,-1.91,1.92,0.52,11.32,6.12,4.24,2.58,0.58,0.58,1.29,1.09,0.2,29.31
C04429,0,390004,25,10000,655,339,0.49,1.06,0.49,99.99,73.89,26.1,1.42,0.77,0.66,0.66,0.4,-0.33,0.77,33.98,16.13,5.9,4.51,4.14,0.45,0.06,1.25,1.09,0.16,27.58
C04479,0,452979,37,3000,445,-17,2.71,4.41,2.66,97.3,52.37,44.93,1.4,1.97,2.13,2.09,2.07,-1.33,1.34,-5.81,9.43,5.57,5.33,1.74,0.22,0,2.64,2.28,0.36,41.89
C04518,0,1100707,79,10000,2789,388,0.82,2.86,0.26,95.57,38.34,57.23,1.38,4.15,1.67,0.53,0.09,-3.74,4.14,38.89,24.33,17.46,16.17,1.49,0.74,0.07,1.81,1.35,0.46,90
C04527,0,39047,1,5000,81,13,-2.21,-2.02,-0.83,102.77,50.38,52.39,1.38,2.3,-3.68,-1.39,-1.55,-0.31,0.31,2.61,20.02,0.2,0,6.32,12.02,9.7,2.63,0,2.63,44.9
C04529,0,1097740,33,30000,1773,1110,2.72,3.03,2.68,97.47,70.76,26.7,1.38,0.4,3.52,3.47,2.26,-0.38,0.4,37.03,15.51,3.92,3.16,5.04,3.31,3.07,0.41,0,0.41,47.02
C04530,0,135814400,2417,2500000,66464,37625,4.01,4.1,3.96,93.19,58.49,34.7,1.38,0.26,7.93,7.82,5.6,0.64,0.16,88.84,23.71,18.35,10.87,0.83,0.04,0,0.65,0.08,0.57,88.27
C04552,0,348531,40,10000,290,-1,6.64,8.2,6.6,95.9,71.19,24.71,1.37,1.04,4.43,4.4,4.37,-1.04,1.04,-0.19,8,5.4,5.13,1.04,0.5,0.35,1.66,1.15,0.51,1.77
C04553,0,525496,21,100000,473,51,1.77,2.72,0.74,99.41,93.05,6.36,1.37,0.69,1.27,0.53,0.49,-0.69,0.69,0.52,8.65,4.78,4.78,1.9,0.95,0.53,2.98,2.28,0.7,31.09
C04558,0,2427733,113,99900,4090,582,1.76,2.81,0.1,97.16,71.35,25.82,1.37,1.83,2.38,0.14,0.11,-0.95,1.41,5.84,16.18,9.75,7.78,2.53,0.59,0.45,2.46,1.32,1.13,29.46
C04582,0,1934133,75,50000,3454,1222,3.19,3.45,3.18,96.2,82.95,13.25,1.36,0.6,4.56,4.55,2.72,-0.34,0.37,24.46,17.15,8.5,8.25,2.28,1.78,1.09,2.25,1.76,0.49,86.87
C04589,0,1825233,65,50000,1624,429,4.7,5.96,4.75,97.11,73.99,23.12,1.36,0.9,3.35,3.38,2.1,-0.76,0.9,8.6,8.54,5.07,3.79,0.72,0.33,0.2,1.3,0.91,0.39,44.97
C04591,0,926918,34,10000,1616,769,0.99,1.42,2.5,99.34,42.96,56.38,1.36,0.64,1.38,3.49,4.33,-0.3,0.61,76.94,16.74,6.13,0.07,3.74,3.29,3.07,1.37,0,1.37,105.27
C04610,0,1043777,90,10000,1431,219,0.59,1.84,0.58,99.2,69.65,29.56,1.35,1.5,0.64,0.63,0.36,-1.33,1.37,21.96,13.16,6.18,3.75,1.49,0.13,0.06,1.49,0.62,0.87,80.14
C04612,0,682909,65,24000,652,525,0.37,0.43,0.25,100.64,77.82,22.82,1.35,0.43,0.28,0.19,0.15,-0.04,0.04,21.9,9.18,4.61,4.3,0.69,0.46,0,0.66,0.56,0.1,99.29
C04625,0,12797488,424,148500,28218,10808,6.06,,4.6,90.46,55.77,34.68,1.34,0.19,10.69,8.11,2.67,,0,72.78,21.17,10.12,7.73,1.77,0.09,0,1.16,0.01,1.16,275.23
C04651,0,1254568,102,91800,1596,601,0.51,1.24,0.18,99.91,75.41,24.49,1.33,0.91,0.51,0.18,0.01,-0.54,0.75,6.55,12.21,6.38,4.66,0.94,0.66,0,0.42,0.34,0.08,108.04
C04652,0,205374,4,90000,292,228,15.59,15.59,15.59,83.48,65.99,17.5,1.33,0.05,17.8,17.8,10.73,0.01,0,2.54,13.7,0.11,0.03,1.61,5.72,5.72,1.68,0,1.68,180.74
C04670,0,889908,74,96620,975,-1,2.47,5.55,0.84,95.92,71.15,24.77,1.32,3.23,2.16,0.74,0.63,-2.69,2.7,-0.02,10.52,3.87,3.13,2.76,1.07,0.43,1.53,1.31,0.22,2.67
C04711,0,542672,40,10000,290,10,6.07,7.54,6.07,97.82,62.92,34.9,1.31,0.89,2.6,2.6,1.89,-0.63,0.63,1,5.15,1.12,0.86,2.48,0.41,0,2.94,0.33,2.61,16.53
C04737,0,691708,74,90000,790,289,1.36,1.87,1.38,99.55,78.96,20.59,1.3,0.5,1.25,1.26,0.83,-0.28,0.46,3.21,10.97,6.2,5.46,1.2,0.29,0.09,2.44,1.74,0.7,54.64
C04738,0,1021128,80,25000,1323,38,4.91,7.07,5,93.81,78.32,15.49,1.3,2.4,5.09,5.19,5.14,-2.23,2.24,1.54,12.44,8.24,7.72,2.97,0.53,0.11,1.74,1.19,0.55,16.5
C04744,0,1013043,63,40000,1330,93,2.74,4.44,1.99,95.53,74.89,20.64,1.3,2.9,2.88,2.1,2.04,-1.14,1.79,2.34,12.61,5.92,2.6,2.12,0.76,0.28,1.96,0.65,1.31,17.07
C04746,0,43070740,1407,346500,64507,37625,3.39,3.43,3.3,97.18,64.03,33.15,1.29,0.05,4.07,3.95,2.78,1.18,0.04,128.54,14.38,8.69,5.42,1.1,0.06,0.06,0.57,0,0.57,66.83
C04747,0,257187,22,12000,198,101,0.44,0.54,0.44,100.96,90.76,10.2,1.29,0.06,0.27,0.27,0.21,-0.06,0.06,8.46,7.42,4.68,4.57,1.19,0.44,0,0.46,0.26,0.2,30.77
C04755,0,111885,5,10000,74,1,-16.69,-15.65,-21.16,108.57,71.34,37.23,1.29,1.57,-8.85,-11.22,-11.27,-0.34,0.55,0.14,6.36,4.18,2.78,1.75,0,0,0.88,0.6,0.27,1.46
C04774,0,790239,28,14000,1173,702,9.5,9.5,9.39,89.81,51.51,38.3,1.29,0.2,11.29,11.16,6.71,0.01,0,50.2,14.26,0.3,0.1,3.48,4.46,4.36,0.73,0.73,0,177.83
C04794,0,185106,18,10000,324,-50,-0.06,2.14,-0.06,98.28,66.17,32.11,1.28,3.09,-0.09,-0.09,-0.13,-2.92,3.09,-5.07,16.83,13.16,8.68,1.31,0.43,0.26,1.03,0.66,0.37,46.15
C04820,0,819831,23,20000,1413,1200,9.2,9.2,9.3,88.56,70.45,18.11,1.27,0.03,12.68,12.83,7.74,1.09,0,60,16.55,3.71,3.41,1.24,0.83,0.66,1.91,1.31,0.6,127.91
C04826,0,1705238,85,70000,3928,3548,1.59,1.59,1.76,98.07,70.42,27.65,1.27,0.26,2.94,3.24,1.78,0.26,0,50.7,22.11,5.85,2.95,1.19,0.31,0,1.78,1.09,0.68,360.65
C04836,0,146400,5,20000,122,56,-4.54,-4.02,-2.88,102.02,69.67,32.35,1.27,2.29,-3.04,-1.93,-1.93,-0.34,0.35,2.81,8.04,1.96,1.92,1.02,0.38,0.38,0.81,0.55,0.26,116.43
C04841,0,769512,32,57800,1475,697,0.22,1.04,0.73,99.12,68.75,30.37,1.27,1.81,0.34,1.12,0.96,-1.25,1.25,12.07,18.41,6.41,4.57,1.94,7.1,6.63,1.44,1.38,0.06,42.75
C04866,0,355968,19,40000,417,43,2.69,4.51,0.57,96.7,59.12,37.58,1.26,2.03,2.52,0.54,0.5,-1.7,1.71,1.08,11.27,6.58,1.7,1.66,1.23,0.97,0.79,0,0.79,32.8
C04903,0,155332,18,8000,120,17,10.17,10.55,10.18,94.72,34.79,59.93,1.25,0.24,6.29,6.3,4.46,-0.24,0.24,2.14,7.43,2.89,2.01,1.74,0.08,0.08,0.88,0,0.88,83.32
C04963,0,353518,25,50000,430,-39,-1.17,1.05,-0.01,99.52,66.5,33.02,1.23,2.84,-1.14,-0.01,-0.05,-2.16,2.16,-0.79,11.68,7.15,6.52,1.68,0.31,0,0.82,0,0.82,73.98
C04988,0,149392,14,28000,218,-124,-12.45,-8.88,-13.75,111.61,69.65,41.96,1.22,4.21,-14.59,-16.12,-16.22,-4.17,4.18,-4.44,14.07,9.92,8.19,1.91,0.44,0.16,1.31,0.8,0.51,15.73
C05007,0,405699,22,24000,236,68,2.29,2.86,2.29,99.76,60.3,39.46,1.22,0.39,1.07,1.07,0.14,-0.23,0.27,2.84,5.6,2.02,0.56,1.68,0.49,0.31,1.84,1.06,0.78,31.46
C05022,0,6477388,380,304560,11089,2755,0.21,0.81,-0.88,99.95,83.73,16.22,1.21,0.97,0.28,-1.2,-1.34,-0.51,0.82,9.05,16.44,10.11,8.77,2.83,0.62,0.22,3.3,2.76,0.53,51.01
C05053,0,3838146,144,95175,4768,743,1.87,2.65,1.91,98.48,76.38,22.1,1.2,0.85,1.86,1.9,0.56,-0.4,0.78,7.81,11.93,5.11,3.07,2.97,0.39,0.09,3.02,2.43,0.59,64.82
C05058,0,386036,46,10000,525,50,0.33,0.89,0.42,100.22,82.97,17.25,1.2,0.62,0.36,0.46,0.44,-0.57,0.62,5.09,13.06,8.71,5.84,1.31,0.25,0.09,1.63,1.48,0.15,69.27
C05062,0,1198070,28,166000,867,455,9.86,9.86,7.61,94.56,73.65,20.91,1.2,0.93,5.71,4.4,3.26,0.03,0,2.75,6.95,1.09,0.1,1.33,0.86,0.85,1.27,0,1.27,106.42
C05066,0,9353624,273,180000,13508,6869,7.06,,7.36,92.92,5.38,92.92,1.19,0.12,8.16,8.5,5.64,,0,38.16,13.86,9.76,7.28,0.53,0.02,0,0.46,0,0.46,104.68
C05096,0,303746,68,50000,242,27,-0.54,0.52,0.46,100.86,61.49,39.37,1.19,0.67,-0.34,0.29,0.15,-0.67,0.67,0.55,7.66,2.8,2.12,1.36,0.55,0.45,0.17,0,0.17,78.31
C05123,0,1046669,45,48000,898,227,2.58,3.21,2.34,98.81,85.3,13.51,1.18,0.6,1.77,1.61,1.59,0.13,0.44,4.73,8.24,5.01,2.99,1.04,0.51,0.51,1.76,1.36,0.41,45.93
C05144,0,680398,56,30000,1283,244,0.11,1.44,0.11,98.95,84.61,14.34,1.17,2.05,0.17,0.17,0.12,-1.99,2,8.14,18.11,13.12,10.7,1.36,0.43,0.02,0.58,0,0.58,85.84
C05157,0,297644,26,29000,322,80,1.83,2.83,1.76,98.59,82.58,16.01,1.16,0.98,1.59,1.53,1.06,-0.86,0.87,2.77,10.41,7.21,5.63,1.42,0.27,0.2,0.69,0,0.69,28.24
C05200,0,20780412,488,600000,32031,5818,3.4,4.25,2.38,95.74,74.5,21.24,1.15,1.22,4.2,2.94,2.07,-0.11,1.04,9.35,14.8,12.19,7.02,0.98,0.05,0,1.19,0.09,1.11,35.77
C05232,0,821099,38,85000,1343,104,0.15,1.6,0.15,98.88,86.22,12.66,1.14,2.07,0.2,0.19,0.11,-1.87,1.9,1.23,15.71,8.11,7.79,3.22,3.17,2.43,2.45,2.2,0.25,12.52
C05240,1,265576,18,10000,107,-215,-21.64,-11.7,-21.71,102.87,30.74,72.13,1.14,5.27,-7,-7.02,-7.04,-3.2,3.21,-21.58,3.88,0.38,0.15,2.21,0.02,0,1,0,1,24.07
C05261,0,2299268,78,12000,2868,689,3.71,5.39,2.9,95.1,78.89,16.22,1.13,2.33,3.7,2.9,2.9,-1.34,1.68,57.42,11.98,4.84,3.54,1.27,0.41,0.28,0.99,0.72,0.27,131.67
C05282,0,580355,57,50000,1101,302,1.92,2.67,1.42,97.06,80.03,17.04,1.12,1.14,2.91,2.15,2.12,-1,1.14,6.05,18.21,13.65,13.06,1.09,0.17,0.06,1.76,1.59,0.17,43.28
C05300,0,151170,12,10000,110,-161,-15.41,-9.91,-15.84,106.9,86.33,20.57,1.12,3.2,-8.98,-9.23,-9.27,-3.2,3.2,-16.16,6.99,4.08,2.98,1.7,0.74,0,1.61,1.32,0.29,5.15
C05312,0,164660,9,10000,95,28,17.57,18.1,17.57,92.68,39.88,52.81,1.12,0.25,8.19,8.19,5.41,-0.24,0.25,2.86,5.59,0.62,0.04,2.44,0,0,1.38,0,1.38,75.07
C05318,0,4262287,202,45000,6067,2615,4.29,4.84,3.65,95.61,75.48,20.13,1.12,0.63,4.89,4.16,1.67,-0.61,0.63,58.13,13.66,7.31,1.97,1.72,0.19,0.19,1.57,1.1,0.48,121.76
C05330,0,70200,5,3000,25,13,36.14,36.14,36.28,90.42,81.77,8.65,1.11,0,10.7,10.74,7.94,0,0,4.66,3.55,0.73,0.69,1.08,0.13,0,0,0,0,48.96
C05333,0,998704,44,12000,803,-179,-2.73,0.26,-2.73,100.94,86.4,14.54,1.11,1.93,-1.76,-1.76,-1.76,-1.9,1.93,-14.95,7.72,2.42,2.31,1.8,1.9,1.9,2.23,1.37,0.86,9.41
C05342,0,1837863,138,225000,3645,381,0.94,1.71,0.54,98.4,81.72,16.68,1.11,1.21,1.5,0.86,0.31,-1.16,1.21,1.7,19.04,10.37,9.76,3.58,0.31,0.15,0.69,0.12,0.57,119.03
C05357,0,636476,67,56950,427,77,1.39,2.62,1.39,99.63,79.97,19.65,1.1,0.73,0.74,0.74,0.7,-0.66,0.66,1.36,6.44,2,1.1,2.39,0.12,0,1.95,1.42,0.53,42.49
C05376,0,463744,44,30000,850,385,2.82,3.38,2.65,96.14,77.01,19.13,1.1,0.82,4.14,3.89,2.27,-0.81,0.82,12.84,17.61,12.48,10.63,0.82,0.18,0,0.3,0,0.3,124.5
C05378,1,114328,3,10000,198,-456,-7.25,-2.73,-7.32,104.36,60.7,43.66,1.1,6.81,-10.07,-10.16,-10.16,-6.27,6.28,-28.45,16.67,11.59,0.19,1.71,0.4,0.06,0.21,0,0.21,31.1
C05435,0,376252,18,5000,105,-29,-9.35,-7.46,-9.39,102.77,91.21,11.55,1.08,0.42,-2.1,-2.12,-2.13,-0.42,0.42,-5.87,2.7,0.48,0.3,1.51,0.29,0.02,1.94,0,1.94,5.93
C05447,0,3095383,210,50000,3190,473,3.62,4.9,3.47,97.02,81.17,15.85,1.08,1.08,2.98,2.86,2.18,-0.6,1.06,9.47,9.9,6.75,4.79,1.58,0.32,0,2.03,1.47,0.57,24.7
C05449,0,3106366,225,27000,7729,5787,6.19,6.29,6.26,88.51,63.92,24.59,1.08,0.24,12.33,12.46,8.4,0.02,0.19,214.37,23.89,14.26,11.81,1.48,0.19,0,1.12,0.85,0.27,127.86
C05460,0,1711227,113,64000,1082,58,2.82,4.13,1.48,99,92.68,6.32,1.08,0.66,1.43,0.75,0.34,-0.59,0.66,0.8,6.07,3.17,1.53,1.42,0.23,0,1.89,1.49,0.4,14.26
C05466,0,2179676,47,43003,1641,244,0.68,1.82,0.68,99.49,87.59,11.9,1.07,1.16,0.41,0.41,0.4,-0.65,0.69,5.69,7.23,2.74,2.09,2.22,0.21,0.18,2.25,1.4,0.85,32.67
C05468,0,62762,10,10000,45,32,-4.95,-4.8,-4.95,103.52,37.86,65.66,1.07,0.43,-2.88,-2.88,-3.06,-0.08,0.09,3.25,6.99,3.19,3.1,0.89,0.11,0.11,0.17,0,0.17,81.41
C05472,0,184378,11,20000,139,-73,0.32,5.78,0.32,97.57,78.38,19.19,1.07,3.31,0.19,0.19,0.09,-3.13,3.31,-3.69,7.27,4.2,3.7,1.17,0.28,0.2,0.19,0,0.19,3.85
C05486,0,3067199,140,89000,3069,749,5.18,5.75,3.72,95.97,78.19,17.78,1.07,0.95,4.14,2.98,1.06,-0.33,0.46,8.42,9.61,6.03,4.43,1.6,0.64,0,2.77,1.68,1.1,12.3
C05494,0,26192,1,8000,44,8,1.66,2.86,1.66,97.14,18.58,78.56,1.07,1.64,2.29,2.29,1.52,-1.64,1.64,1.07,16.48,13.36,13.36,1.59,0.66,0.66,0.28,0,0.28,26.55
C05497,0,9459305,361,483800,13799,2829,6.56,,6.53,92.47,65.19,27.28,1.07,0.94,7.66,7.62,4.69,,0,5.85,14,10.3,9.7,1.14,0.06,0,0.56,0,0.56,75.27
C05503,1,179296,19,3000,159,10,-0.3,2.04,0.89,99.62,88.5,11.12,1.07,1.67,-0.21,0.64,0.57,-1.66,1.67,3.66,8.56,4.39,3.49,1.24,0.04,0,0.71,0,0.71,1.81
C05518,0,522781,24,40000,995,253,0.53,1.83,0.53,98.26,65.86,32.4,1.06,2,0.8,0.8,0.77,-1.64,1.99,6.34,18.28,8.77,2.31,3.17,0.28,0,0.61,0,0.61,113.02
C05540,0,740296,65,60000,539,20,13,14.48,2.78,91.9,65.19,26.7,1.06,1.58,7.58,1.62,1.6,-0.75,0.86,0.34,7,2.56,1.34,2.21,0.31,0,0.87,0.18,0.69,32.31
C05577,0,1073040,100,20000,993,414,0.57,1.43,0.57,99.62,72.37,27.25,1.05,1.01,0.42,0.42,0.09,-0.63,0.63,20.71,8.89,3.98,3.52,1.96,0.5,0.1,0.97,0.84,0.13,67.23
C05583,0,495063,53,10000,629,398,3.06,3.67,2.97,97.28,76.62,20.67,1.05,0.66,3.11,3.03,3.03,-0.54,0.62,39.84,12.21,5.93,5.48,1.27,0.2,0,1.1,0.65,0.44,96.97
C05588,0,2967637,160,82200,2259,-467,-2.4,0.6,-2.52,100.64,67.01,33.62,1.04,1.86,-1.46,-1.54,-1.61,-1.8,1.83,-11.21,7.31,3.79,3.31,0.94,0.05,0.02,0.49,0,0.49,78.14
C05641,0,907206,50,10000,1015,865,15.07,15.08,14.9,87.52,79.59,7.93,1.02,0.01,13.5,13.34,7.59,0.49,0.01,86.5,10.74,0.74,0.23,0.65,0.02,0,0.31,0,0.31,68.41
C05645,0,3542660,132,51600,3289,847,5.17,5.54,4.55,96.83,83.92,12.91,1.02,0.36,3.84,3.38,2.01,-0.22,0.28,16.42,8.91,4.28,3.68,1.71,0.51,0.15,2.84,2.16,0.68,52.72
C05706,0,196132,19,10000,245,12,5.48,7.85,0.18,93.13,74.53,18.6,1.01,2.38,5.5,0.18,0.09,-2.36,2.38,1.25,12.04,6.14,2.96,1.71,2.24,0.19,0.14,0,0.14,39.97
C05728,0,1449404,48,50000,477,296,10.88,10.88,10.88,98.14,93.14,5,1,0,2.87,2.87,1.77,0,0,5.93,3.16,0.15,0.05,1.06,0.05,0,0,0,0,53.98
C05739,0,329916,18,20000,365,266,8.7,8.93,8.78,93.09,62.42,30.67,1,0.2,7.71,7.78,5.31,-0.19,0.2,13.31,10.63,3.64,3.02,1.16,0.23,0.11,0.8,0.3,0.51,154.48
C05769,0,656463,23,20000,1944,1697,1.24,1.25,1.54,98.01,62.61,35.4,0.99,0.03,2.94,3.64,1.38,0.93,0.03,85.87,28.44,19.83,14.17,1.45,0.57,0.09,1.13,0,1.13,181.82
C05786,0,367132,45,48000,609,227,0.21,0.74,0.21,99.79,63.74,36.05,0.99,0.92,0.28,0.28,-0.39,-0.69,0.7,4.74,15.94,9.14,7.35,1.49,0.38,0,0,0,0,129.18
C05792,1,136300,4,10000,134,9,0.73,4.52,1.19,97.21,71.58,25.63,0.99,3.21,0.58,0.94,0.9,-2.97,2.98,0.99,9.44,1.42,1.04,4.06,2.69,2.69,1.35,0,1.35,28.09
C05836,0,4603066,101,96000,4945,4158,6.13,6.18,7.07,95.64,55.04,40.6,0.98,0.08,5.27,6.08,2.95,0.67,0.04,43.32,10.31,4.25,2.05,2.53,1.53,1.42,0.56,0.32,0.24,61.48
C05839,0,15189270,354,100000,9217,5599,3.06,3.06,2.12,99.49,90.67,8.82,0.98,0,1.49,1.03,0.76,0.15,0,55.99,5.83,0.5,0.03,2.03,0.17,0.07,1.24,0,1.24,3.8
C05843,0,2593031,230,10000,4528,3248,4.44,4.76,4.44,94.16,71.15,23.01,0.97,0.61,6.2,6.2,4.22,-0.38,0.45,246.39,16.76,9.41,8.82,1.32,0.23,0.04,0.37,0.01,0.35,146.08
C05864,0,633524,43,10000,738,158,0.04,0.54,0.05,100.46,77.53,22.93,0.97,0.47,0.04,0.05,0.02,-0.46,0.47,15.8,11.19,6.75,5.32,1.14,0.81,0.28,1.66,1.31,0.34,42.66
C05872,0,45050,1,35000,44,6,0.76,2.72,0.76,98.62,55.24,43.38,0.97,1.75,0.61,0.61,0.29,-1.57,1.57,0.19,9.59,0.06,0.02,2.56,0.86,0.86,0.61,0,0.61,0.14
C05887,0,4642760,210,600000,3424,663,1.36,2.36,1.44,99.57,77.23,22.34,0.96,0.59,0.81,0.85,0.68,-0.49,0.59,1.07,7.08,3.34,2.03,1.43,0.77,0.08,3.02,2.12,0.89,21.58
C05917,0,842209,54,30000,1128,61,1.24,2.98,2.07,97.64,77.67,19.97,0.96,2,1.32,2.22,1.6,-1.81,1.87,2.05,12.86,6.65,3.42,2.11,0.91,0,1.26,0.22,1.04,71.63
C05922,0,140028,7,32000,174,98,0.05,0.61,-0.36,100.35,57.16,43.2,0.96,0.56,0.05,-0.35,-0.46,-0.56,0.56,3.07,11.94,7.65,7.55,1.69,0.19,0,0,0,0,72.82
C05964,0,503305,40,10000,437,-14,-4.46,-3.26,-4.46,103.21,88.1,15.11,0.94,0.84,-3.11,-3.1,-3.14,-0.83,0.84,-1.44,8.35,5.16,4.93,1.61,0.09,0.02,0.97,0.1,0.87,28.71
C05968,0,1072669,48,10000,686,40,7.4,8.41,6.43,96.63,66.63,30,0.94,0.52,3.79,3.29,1.86,-0.51,0.52,4.07,6.14,1.61,1.33,3.07,0.27,0,2.95,1.06,1.89,18.95
C06003,0,1719385,74,35000,2608,2245,6.41,6.41,6.4,93.06,63.12,29.93,0.94,0.11,7.78,7.77,4.57,0.11,0,64.09,14.57,1.35,1.04,1.52,0.66,0.55,0.14,0,0.14,17.42
C06023,0,197590,15,10000,226,103,0.04,0.38,0.14,100.58,70.49,30.1,0.93,0.31,0.03,0.13,0.1,-0.3,0.31,10.37,10.99,7.63,5.27,1.2,0.42,0.07,1.11,0.87,0.24,47.34
C06047,0,761896,32,30000,484,-5,1.16,3.27,1.3,99.19,83.4,15.79,0.93,1.15,0.59,0.66,0.34,-0.83,1.08,-0.17,6.11,1.81,0.82,2.54,0.27,0.18,3.39,2.8,0.59,9.37
C06084,0,208148,8,10000,330,69,-0.95,-0.22,-0.85,101.19,46.43,54.75,0.92,0.95,-1.21,-1.08,-1.18,-0.93,0.93,6.99,15.26,12.07,11.77,1.38,1.18,0.82,0.6,0,0.6,15.81
C06104,0,184429,7,10000,112,22,1.33,2.32,0.2,99.68,42.01,57.67,0.92,0.6,0.65,0.1,-0.1,-0.48,0.48,2.26,5.83,1.46,0.15,1.84,0,0,0.76,0,0.76,75.86
C06189,0,3396140,143,100000,2828,982,5.67,6.75,2.29,95.77,78.22,17.55,0.9,1.36,3.78,1.53,0.72,-0.71,0.72,9.83,8,5.88,5.6,0.91,0.42,0.02,0.62,0,0.62,15.7
C06212,0,1943669,83,90000,1160,-304,6.44,10.19,2.74,95.86,78.17,17.69,0.89,1.94,3.08,1.31,1.28,-1.75,1.79,-3.38,5.73,3,2.78,1.58,0.6,0.07,2.2,1.5,0.71,3.02
C06214,0,1215336,47,40000,1035,107,3.05,3.96,3.07,98.18,89.79,8.4,0.89,0.62,2.08,2.09,1.13,-0.6,0.62,2.68,8.18,3.81,3.41,2.16,0.29,0,3.46,2.82,0.63,25.73
C06237,0,1694976,81,10000,1550,268,0.63,1.39,2.31,99.87,88.99,10.88,0.89,0.56,0.46,1.69,1.67,-0.55,0.55,26.83,8.78,2.82,1.85,2.88,1.79,0.06,3.13,2.4,0.72,13.53
C06267,0,1251340,47,87000,851,161,2.65,3.23,2.65,99.12,76.37,22.75,0.88,0.32,1.44,1.45,1.45,-0.31,0.32,1.86,6.53,0.59,0.08,1.55,0.62,0.34,1.83,1.31,0.52,38.39
C06337,0,107006,7,5000,72,15,3.91,4.88,3.61,98.2,68.01,30.19,0.86,0.53,2.13,1.97,1.91,-0.17,0.53,3.15,6.53,1.64,1.42,1.64,0.34,0.19,0.96,0,0.96,4.8
C06346,0,3845120,131,43000,3423,923,6.75,7.38,5.52,95.56,67.48,28.08,0.86,0.49,4.81,3.93,2.57,-0.43,0.45,21.49,8.55,4.56,4.12,1.81,0.21,0,2.72,1.53,1.19,26.83
C06366,0,543512,44,50000,1365,1040,-2.54,-2.35,-2.6,105.59,76.89,28.7,0.86,0.37,-5.1,-5.22,-5.25,-0.32,0.37,20.82,24.12,14.24,10.8,2.47,0.37,0,1.94,1.4,0.53,168.55
C06417,0,930250,54,30000,1139,157,1.7,3.44,1.62,97.47,75.94,21.53,0.85,1.72,1.67,1.58,1.01,-1.69,1.71,5.25,11.76,6.18,4.43,1.65,0.78,0.51,2.59,1.7,0.88,75.62
C06421,0,96656,5,6000,105,-4,1.79,4.43,1.79,95.92,55.8,40.12,0.85,3.37,1.56,1.56,1.5,-1.46,2.3,-0.83,10.45,1.92,1.53,1.24,0.09,0,1.32,1,0.32,95.39
C06423,1,4901991,278,100000,4888,158,-0.27,1.89,-0.34,99.32,88.83,10.49,0.84,1.74,-0.21,-0.27,-0.33,-1.67,1.72,1.59,9.57,5.69,5.01,2.88,0.43,0.08,2.12,1.54,0.58,8.26
C06448,0,843304,70,20000,835,197,4.52,5.71,4.5,96.28,72.89,23.39,0.84,0.97,3.58,3.57,3.48,-0.93,0.94,9.89,9.51,6.5,6.34,1.47,0.12,0,1.52,0.94,0.58,33.69
C06462,0,337663,40,15000,454,4,0.87,2.64,0.99,97.97,78.27,19.7,0.83,1.92,0.93,1.07,0.96,-1.84,1.91,0.32,12.91,9.66,8.17,0.97,0.19,0,0.15,0,0.15,48.07
C06480,0,716980,60,30000,1098,172,2.06,3.46,-1.3,96.58,67.75,28.83,0.83,1.72,2.53,-1.59,-1.62,-1.72,1.72,5.75,14.71,12.35,11.56,1.82,0.27,0,2.06,1.11,0.94,6.81
C06513,0,110374,7,10000,84,-49,-4.63,1.08,-4.14,98.73,81.96,16.77,0.82,4.94,-2.85,-2.55,-2.69,-3.41,3.51,-4.9,7.37,2.48,2.18,3.93,0.22,0,2.64,1.82,0.82,9.99
C06537,0,2208932,126,10000,2364,896,0.33,0.86,0.26,98.49,76.99,21.5,0.82,2.05,0.28,0.22,0.18,-0.24,0.46,89.68,10.27,4.73,3.33,3.04,1.54,1.01,1.84,1.31,0.53,13.85
C06652,0,353994,23,24000,364,290,6.4,6.4,0.01,95.46,65.03,30.43,0.79,0.06,5.27,0.01,-0.04,0.09,0,12.11,9.89,2.33,0.82,1.33,0.42,0.06,1.71,1.18,0.52,147.83
