KAISHA_CODE,TOSAN_FLG,URIAGE,JUGYOIN_SU,SHIHON_KIN,SOU_SHIHON,JIKO_SHIHON,SO_SHIHON_KEIJO_RIEKI_RITU,SO_SHIHON_KIGYO_SHUEKI_RITU,SO_SHIHON_ZEIBIKIMAE_RIEKI_RITU,URIAGE_EIGYO_HIYO_RITU,URIAGE_GENKA_RITU,URIAGE_HANKANHI_RITU,URIAGE_EIGYO_GAI_SHUEKI_RITU,URIAGE_EIGYO_GAI_HIYO_RITU,URIAGE_KEIJO_RIEKI_RITU,URIAGE_ZEIBIKIMAE_RIEKI_RITU,URIAGE_TOKI_RIEKI_RITU,URIAGE_KINYU_SHUSHI_RITU,URIAGE_KINRI_FUTAN_RITU,SHIHON_KIN_BAI_RITU,SO_SHIHON_KAITEN_KIKAN,KOTEI_SHISAN_KAITEN_KIKAN,YUKEI_KOTEI_SHISAN_KAITEN_KIKAN,URIKAKE_KAITEN_KIKAN,TANAOROSHI_KAITEN_KIKAN,SHOHIN_KAITEN_KIKAN,KAIIRE_SAIMU_KAITEN_KIKAN,SHIHARAI_TEGATA_KAITEN_KIKAN,KAIKAKE_KAITEN_KIKAN,GEN_YOKIN_TEMOCHI_NISSU
C11059,0,119978,4,3000,49,0,-0.94,1.47,2.44,99.61,77.12,22.48,0.14,0.84,-0.31,0.8,0.75,-0.78,0.79,-0.18,3.92,1.1,0.38,1.28,0.24,0,0.6,0,0.6,12.33
C11068,0,176972,13,25000,242,52,1.08,2.08,1.11,97.86,59.61,38.25,0.14,1.1,1.18,1.22,1.14,-1.08,1.1,2.1,13.14,5.24,4.64,1.56,4.09,1.9,1.68,1.3,0.38,65.13
C11069,0,7371219,298,450000,8149,2048,6.21,6.5,6.21,93.99,88.04,5.95,0.14,0.66,5.49,5.49,3.27,-0.26,0.26,4.55,10.61,3.36,2.87,5.35,0.93,0.15,3.57,0.01,3.57,14.78
C11073,0,365522,8,3000,231,84,11.91,12.3,11.78,93.9,80.23,13.66,0.14,0.19,6.05,5.98,4.89,-0.17,0.19,28.25,6.09,2.58,2.17,1.71,0.22,0.12,1.42,0,1.42,43.87
C11076,0,255940,20,30000,223,151,7.79,7.99,6.31,94.56,67.56,27,0.14,0.14,5.44,4.4,1.85,-0.06,0.14,5.04,8.37,1.81,0.49,2.74,1.49,0.34,1.24,0,1.24,44.93
C11078,0,350035,7,20000,58,-81,37.78,39.59,41.96,88.3,80.97,7.33,0.14,0.06,11.78,11.78,11.73,-0.06,0.06,-4.06,1.94,0.12,0.05,0.49,0.41,0.05,0.46,0,0.46,16.72
C11084,0,280111,20,30000,271,64,9.39,10.48,9.56,92,54.04,37.96,0.14,0.85,7.29,7.42,5.9,-0.84,0.85,2.15,9.31,2.9,1.87,2.17,0.79,0.42,2.12,1.62,0.5,73.32
C11087,0,1303765,97,54750,2272,396,1.41,3.56,0.73,94.83,84.59,10.24,0.14,3.34,1.97,1.02,0.61,-2.96,2.99,7.25,16.74,5.62,4.71,2.96,4.63,0,2.27,2.1,0.18,102.4
C11091,0,340831,26,10000,519,91,4.91,6.63,5.03,92.06,76.67,15.38,0.14,2.1,5.99,6.13,4.79,-2.09,2.1,9.14,14.63,6.95,6.35,2.13,0.61,0,0.22,0,0.22,138.34
C11103,0,122836,3,10000,63,30,15.75,17.4,15.75,92.9,72.68,20.22,0.14,0.69,6.55,6.55,4.93,-0.69,0.69,3.03,4.99,0.2,0.11,1.91,0.58,0,1.49,0,1.49,50.44
C11116,0,2889820,73,50000,2949,1131,10.33,10.42,10.27,91.6,79.59,12.01,0.13,0.09,8.43,8.38,4.86,-0.06,0.07,22.64,9.8,1.81,1.72,2.49,3.27,0,4.21,3.11,1.1,9.13
C11122,0,690680,36,20000,660,200,9.51,9.81,10.42,92.44,85.19,7.25,0.13,0.42,7.27,7.97,4.83,-0.23,0.23,10.01,9.17,1.6,1.15,2.13,1,0,3.41,2.8,0.61,93.14
C11130,0,63112,6,10000,27,-33,-26.56,-21.28,-26.56,107.68,73.37,34.31,0.13,1.87,-9.42,-9.42,-9.51,-1.87,1.87,-3.38,4.26,0.22,0.11,1.33,1.28,0,1.07,0,1.07,8.74
C11133,0,133208,0,5000,226,221,2.27,2.27,2.27,97.05,12.2,84.85,0.13,0,3.09,3.09,3.04,0,0,44.36,16.29,4.34,4.09,1.42,0.76,0,0.03,0,0.03,144.86
C11142,0,741748,12,10000,458,144,10.24,10.54,10.22,94.92,83.75,11.16,0.13,0.15,5.06,5.05,3.44,-0.15,0.15,14.44,5.93,1.4,1.3,2.65,0.75,0,2.96,1.53,1.43,21.78
C11152,0,87008,3,10000,40,29,15.94,16.01,19.19,93.87,57.05,36.82,0.13,0.28,5.98,7.2,5.92,-0.03,0.03,2.99,4.5,2.64,0.72,0.98,0.05,0,0,0,0,21.52
C11164,0,1873883,70,30000,1477,462,24.22,24.42,24.68,84.65,77.11,7.54,0.13,0.2,15.28,15.57,15.51,-0.09,0.12,15.15,7.57,1.13,0.81,2.18,1.05,0,2.83,2.25,0.58,0.74
C11169,0,1057305,50,32000,1325,835,8.51,8.58,8.61,91.15,67.06,24.09,0.13,0.45,8.53,8.64,4.92,0,0.07,26.12,12.03,1.55,1.2,3.07,2.37,0.89,2.87,2.14,0.73,30.47
C11171,0,307750,16,10000,255,1,3.38,4.78,3.38,96.96,23.18,73.78,0.13,0.93,2.24,2.24,2.22,-0.93,0.93,0.12,7.96,3.52,3.15,1.45,0.35,0.11,0.21,0,0.21,17.04
C11172,0,179702,10,3000,184,49,4.85,5.34,4.95,95.73,68.68,27.05,0.13,0.4,3.99,4.07,2.88,-0.39,0.4,16.66,9.87,2.3,1.94,1.13,0.22,0.06,2.08,0.92,1.16,174.37
C11174,0,175056,4,10000,156,14,0.36,1.74,0.36,98.88,81.09,17.79,0.13,0.99,0.26,0.26,0.16,-0.98,0.99,1.41,8.59,5.36,4.8,1.87,0.36,0,1.73,0,1.73,29.88
C11182,0,414543,15,80000,328,33,-7.72,-6.78,-7.72,104.19,98.62,5.57,0.13,0.83,-4.89,-4.89,-4.93,-0.59,0.59,0.42,7.6,3.16,2.99,2.81,0.23,0.23,4.61,3.03,1.58,23.53
C11197,1,432348,20,55000,529,97,0.05,0.65,0.05,98.64,87.79,10.85,0.13,1.44,0.05,0.05,0,-0.52,0.58,1.78,11.76,3.91,3.61,1.44,5.81,0,3.01,0,3.01,5.49
C11202,0,291749,13,10000,288,42,0.43,2.21,0.41,98.26,67.14,31.12,0.13,1.54,0.34,0.32,0.3,-1.4,1.41,4.21,9.49,3.47,2.97,3,1.09,0.57,1.01,0,1.01,41.93
C11216,0,21044,1,3000,8,0,37.78,39.59,41.96,89.92,5.38,89.92,0.12,0.27,9.93,9.93,9.66,-0.27,0.27,0.26,2.28,0.1,0,1.27,0,0,0,0,0,27.05
C11219,0,113216,7,8000,66,-3,0.04,2.35,0.22,99.02,63.77,35.25,0.12,1.08,0.02,0.1,0.05,-1.07,1.08,-0.42,5.61,2.79,2.61,1.07,0.12,0,0.19,0,0.19,36.02
C11221,0,75581,0,3000,19,-24,37.78,,41.96,85.63,59.9,25.73,0.12,0.98,13.51,13.51,9.16,,0,-8.22,2.47,0.18,,1.31,0,0,2.15,1.31,0.84,5.98
C11225,0,121808,4,5000,64,9,8.16,9.58,8,96.09,75.45,20.64,0.12,0.6,3.44,3.37,2.86,-0.6,0.6,1.95,5.05,0.52,0.12,3.03,0.22,0.22,2.1,0,2.1,34.77
C11235,0,21629,3,3000,25,-2,3.11,4.27,3.11,96.15,20.4,75.75,0.12,1.08,2.89,2.89,1.5,-1.07,1.08,-0.81,11.16,3.6,3.39,1.4,0.67,0.67,0.17,0,0.17,73.52
C11237,0,1163424,63,50000,689,308,6.83,7.03,6.77,96.8,90.95,5.85,0.12,0.09,3.23,3.21,1.81,-0.09,0.09,6.17,5.69,2.12,1.93,0.95,1.56,0,1.72,1.01,0.71,32.18
C11241,0,114724,7,10000,137,65,2.78,3.3,2.59,96.28,65.45,30.83,0.12,1.18,2.66,2.48,2.43,-0.5,0.5,6.51,11.49,3.36,2.65,2.56,1.38,0,0.46,0,0.46,105.36
C11244,0,886096,21,10000,855,650,11.01,11.14,11.24,91.51,81.64,9.87,0.12,0.1,8.51,8.68,5.68,-0.04,0.1,65.02,9.27,0.7,0.37,2.43,1.39,1.39,1.11,0.99,0.12,134.17
C11250,0,350777,19,24000,562,-1,1.81,4.98,1.76,93.73,68.72,25.01,0.12,4.07,2.32,2.26,1.5,-3.96,4.07,-0.07,15.41,7.81,4.17,1.41,0.57,0.19,2.28,1.88,0.4,30.66
C11267,0,238318,11,30000,434,321,8.42,8.89,0.25,87.15,61.16,25.98,0.12,0.69,12.28,0.36,0.36,-0.69,0.69,10.73,17.51,7.67,3.92,2.15,2.72,0,0.36,0,0.36,116.12
C11274,0,1045052,53,100000,1160,374,0.75,1.6,0.65,98.63,64.35,34.28,0.12,0.83,0.67,0.58,0.58,-0.74,0.75,3.74,10.66,2.81,1.69,1.64,2.17,0.28,2.69,2.21,0.48,38.37
C11280,0,126228,15,10000,136,5,-10.2,-8.83,-10.2,107.74,50.27,57.47,0.12,1.18,-8.79,-8.79,-8.84,-1.16,1.18,0.52,10.35,4.54,3.48,1.36,2.04,1.3,0.08,0,0.08,59.06
C11290,0,2310818,40,10000,2170,1632,11.4,11.4,11.81,90.71,87.12,3.59,0.12,0.84,8.57,8.87,5.37,0.02,0,163.21,9.02,2.13,2,1.69,1.17,0,1.85,1.18,0.67,121.1
C11292,0,202828,10,3000,224,-17,2.02,3.02,2.02,97.44,80,17.44,0.12,0.89,1.79,1.79,1.79,-0.89,0.89,-5.91,10.65,6.44,5.78,1.45,0.4,0.08,2.08,1.93,0.16,38
C11310,0,82149,4,10000,50,-1,12.63,14.55,10.43,92.72,58.2,34.51,0.12,1.19,6.21,5.13,5.13,-0.94,0.94,-0.14,5.9,0.8,0.54,1.9,1.68,0.71,0.28,0,0.28,23.49
C11317,0,1632636,38,10000,727,16,3.99,8.67,3.99,96.59,93.1,3.49,0.11,2.11,1.42,1.42,1.42,-1.67,1.67,1.66,4.28,1.79,1.73,0.96,1.32,0,0.58,0,0.58,4.11
C11318,0,1167726,25,10000,633,329,24.31,24.66,24.5,89.03,69.63,19.41,0.11,0.52,10.55,10.63,6.54,-0.09,0.15,32.91,5.21,1.18,1.05,0.77,0.55,0.01,0.7,0,0.7,78.01
C11323,0,136112,15,10000,154,123,4.31,4.36,4.19,96.15,70.65,25.49,0.11,0.05,3.92,3.81,3.77,-0.03,0.05,12.34,10.92,2.25,2.18,1.96,1.56,1.56,0.74,0.2,0.54,154.4
C11328,0,6123592,114,30000,4867,1449,9.31,9.31,9.79,94.19,92.29,1.89,0.11,0,5.92,6.22,4.25,0,0,48.31,7.63,1.7,1.22,3.64,0.19,0,4.8,2.81,1.99,45.25
C11338,0,427564,28,25000,1161,6,0.42,2.69,0.27,94.27,87.86,6.42,0.11,4.92,0.92,0.59,0.55,-4.91,4.92,0.25,26.09,21.64,12.77,1.69,2,0.82,2.41,0.83,1.59,4.19
C11340,0,371692,10,39000,386,-1,-7.76,-6.34,-7.76,105.14,89.06,16.08,0.11,1.42,-6.45,-6.45,-6.49,-1.18,1.18,-0.04,9.98,0.79,0.1,1.37,5.86,0.43,3.15,2.13,1.02,37.02
C11341,0,814876,29,95000,833,284,13.04,13.65,10.4,88.87,78.42,10.45,0.11,0.58,10.67,8.51,7.41,-0.5,0.5,2.99,9.82,3.67,3.18,1.51,0.72,0.72,1.28,0.23,1.05,62.21
C11344,0,187935,8,10000,291,118,13.88,14.55,14.03,82.07,26.64,55.42,0.11,0.84,17.2,17.39,11.1,-0.84,0.84,11.81,14.87,9.37,8.91,1.8,0.08,0.05,0.46,0,0.46,87.55
C11345,0,126303,7,10000,201,185,4.82,4.82,4.82,91.74,48.5,43.24,0.11,2.2,6.17,6.17,4.43,0.02,0,18.55,15.34,1.78,1.62,1.87,0.45,0.22,0.93,0,0.93,277.58
C11347,0,1020814,40,40000,1121,404,7.47,7.76,8,93.18,73.05,20.13,0.11,0.36,6.56,7.03,4.18,-0.23,0.26,10.12,10.55,2.84,2.48,3.48,1.19,0,3.26,0.88,2.39,80.33
C11361,0,338976,29,30000,306,45,0.82,1.13,0.82,99.07,11.88,87.19,0.11,0.44,0.6,0.6,0.3,-0.22,0.23,1.52,8.69,0.77,0.24,1.19,1.51,1.51,0.65,0.45,0.2,156.08
C11370,0,122722,7,10000,115,21,1.78,2.28,1.78,98.35,66.11,32.23,0.11,0.42,1.34,1.34,0.78,-0.37,0.37,2.19,9.04,4.08,4.01,1.44,0.55,0,0.03,0,0.03,61.94
C11377,0,744451,11,10000,898,225,2.26,3.77,2.14,96.46,93.39,3.08,0.11,1.46,2.18,2.07,1.7,-1.46,1.46,22.54,11.59,4.3,3.98,1.16,1.73,0.03,1.38,0.36,1.01,122.46
C11385,0,1315245,22,35000,1200,279,21.37,21.39,21.3,84.49,74.29,10.2,0.11,0.02,15.6,15.55,9.58,-0.02,0.02,7.99,8.76,0.84,0.7,1.68,1.7,0,3.36,1.53,1.83,108.15
C11396,0,388211,9,30000,170,27,12.67,13.44,13.56,95.38,85.04,10.33,0.1,0.27,4.45,4.77,4.73,-0.26,0.27,0.92,4.22,0.56,0.34,0.58,0.71,0,1.16,0.23,0.92,43.01
C11400,0,2947080,90,30000,2709,337,1.41,1.62,1.41,98.89,91.07,7.82,0.1,0.18,1.04,1.04,0.76,-0.15,0.16,11.26,8.82,1.67,1.43,1.33,1.85,0,3.96,2.81,1.15,102.65
C11415,0,589647,40,60000,490,424,10.11,10.55,10.11,92.35,85.92,6.43,0.1,1.02,6.73,6.73,3.97,-0.29,0.29,7.08,7.99,2.04,2.03,1.68,2.42,1.11,0.28,0,0.28,4.95
C11423,0,590763,33,60000,828,260,2.84,3.14,4.09,96.55,86.72,9.83,0.1,0.35,3.19,4.59,3.24,-0.32,0.34,4.27,13.47,6.92,6.68,2.61,1.4,0,3.24,2.64,0.6,8.78
C11427,0,273766,5,30000,194,89,9.59,9.61,9.59,94.42,62.93,31.49,0.1,0.22,5.46,5.46,2.77,-0.01,0.01,2.98,6.83,0.83,0.74,4.5,0.29,0.29,2.49,0,2.49,29.53
C11430,0,1074458,45,20000,1386,786,6.74,6.81,6.58,93.07,83.58,9.49,0.1,0.07,6.96,6.8,4.99,-0.06,0.07,39.31,12.39,2.76,2.7,2.96,1.02,0,4.23,3.43,0.81,100.06
C11446,0,780908,45,10000,426,287,3.26,3.58,2.94,98.53,78.3,20.23,0.1,0.14,1.42,1.29,0.94,-0.13,0.14,28.71,5.24,0.97,0.92,0.75,0.24,0,1.17,0.65,0.52,65.4
C11449,0,190068,12,10000,267,23,-0.87,0.1,0.26,99.99,77.05,22.94,0.1,1.09,-0.98,0.29,0.19,-1.08,1.09,2.35,13.5,1.51,0.69,5.22,1.31,0,3.42,1.15,2.27,160.74
C11453,0,102522,6,5000,89,9,0.58,2.56,0.58,98.31,44.1,54.21,0.1,1.38,0.41,0.41,0.25,-1.38,1.38,1.92,8.37,2.08,1.53,0.89,3.59,3.59,0.67,0,0.67,42.78
C11454,0,4305311,84,250000,2970,1220,3.81,3.81,3.81,97.99,85.8,12.19,0.1,0.01,2.1,2.1,1.04,0.09,0,4.88,6.62,0.32,0.03,1.52,0.86,0.26,2.23,0.66,1.57,87.08
C11476,0,319333,30,10000,456,313,-12.04,-12.04,-11.69,113.73,102.9,10.83,0.1,0.15,-13.78,-13.37,-13.39,0.09,0,31.37,13.73,0.59,0.55,1.34,1.71,0.49,1.78,1.51,0.28,80.6
C11479,0,216816,14,28000,235,-40,-0.17,2.51,-0.17,97.78,90.09,7.69,0.1,2.47,-0.15,-0.15,-0.22,-2.32,2.32,-1.43,10.42,3.93,3.57,0,3.44,3.44,2.68,1.43,1.25,1.2
C11483,0,530215,25,10000,450,42,7.86,9.91,7.86,93.2,75.99,17.21,0.1,1.55,5.35,5.35,5.24,-1.37,1.4,4.2,8.16,4.55,4.43,1.58,0.93,0,0.64,0,0.64,19.6
C11490,0,308314,22,38000,163,-260,4.09,10.38,4.09,95.7,88.32,7.38,0.09,2.67,1.73,1.73,1.68,-2.67,2.67,-6.86,5.08,0.14,0.11,2.21,1.12,0,3.58,1.76,1.82,24.82
C11491,0,4201684,375,30000,3522,1041,15.52,15.52,15.52,89.6,84.25,5.35,0.09,0.09,10.41,10.41,6.34,0.09,0,34.71,8.05,1.68,0.13,1.94,0.29,0,0.6,0,0.6,0.12
C11492,0,1578902,32,40000,1593,274,1.6,1.73,1.49,98.45,84.35,14.1,0.09,0.35,1.29,1.2,0.69,-0.09,0.11,6.87,9.69,0.29,0.01,1.57,1.78,0,5.3,3.66,1.26,165.64
C11493,0,2763852,55,50000,2112,596,5.4,5.44,5.4,96.75,93.08,3.67,0.09,0.03,3.31,3.31,1.98,-0.01,0.02,11.86,7.34,0.8,0.1,3.39,2.59,0,3.56,2.56,1,0.98
C11504,0,440126,8,10000,253,126,30.23,30.49,30.31,86.07,59.69,26.38,0.09,0.12,13.9,13.94,9.57,-0.12,0.12,12.62,5.52,1.29,1.24,0.51,0.71,0,1.07,0,1.07,75.85
C11512,0,223628,5,10000,198,173,0.08,0.11,3.13,99.93,68.84,31.09,0.09,0.09,0.06,2.22,1.72,0.01,0.02,17.3,8.5,2.62,2.12,1.06,0.51,0.11,0.64,0,0.64,110.61
C11516,0,524235,34,45000,384,256,16.32,16.55,16.13,90.26,87.74,2.52,0.09,0.26,9.57,9.46,6.48,-0.13,0.13,5.7,7.04,3.73,3.6,0.3,0.6,0,0.47,0,0.47,40.11
C11527,0,4043322,116,546850,3317,1137,13.51,13.79,13.5,90.89,76.42,14.47,0.09,0.33,8.87,8.86,5.42,-0.18,0.18,2.08,7.88,1.51,1.18,2.59,1.63,0,0.53,0,0.53,52.59
C11528,0,334955,10,10000,270,48,5.99,6.41,6.62,95.91,19.8,76.11,0.09,0.3,3.87,4.28,2.83,-0.27,0.27,4.82,7.76,2.72,2.67,2.01,1.09,0.06,0.87,0,0.87,23.53
C11532,0,583329,19,24000,405,144,2.59,2.92,2.59,98.46,79.68,18.78,0.09,0.19,1.44,1.44,0.58,-0.15,0.18,6.04,6.67,1.48,1.05,1.03,0.85,0.75,2.13,1.48,0.64,86.9
C11541,0,543079,24,10000,253,-5,12.5,14.42,12.8,94.7,79.95,14.74,0.09,0.72,4.67,4.79,4.77,-0.72,0.72,-0.53,4.49,2.79,2.36,1,0.08,0,0.62,0,0.62,10.69
C11543,0,183008,8,3000,195,-12,1.04,2.67,1.04,97.81,86,11.8,0.09,1.39,0.89,0.89,0.86,-1.39,1.39,-4.08,10.24,3.22,3.14,1.09,4.12,2.31,3.88,2.89,0.99,10.67
C11549,0,549985,37,10000,963,258,1.88,2.34,2.05,96.64,73.94,22.71,0.09,0.81,2.63,2.87,1.91,-0.62,0.64,25.86,16.81,9.23,7.87,1.78,1.22,0,2.6,1.47,1.12,114.31
C11559,0,291553,12,11600,161,-55,6.69,8.49,6.69,96.32,66.52,29.8,0.09,0.8,2.97,2.97,2.92,-0.74,0.8,-4.8,5.33,0.59,0.4,1.46,0.66,0,3.51,3.17,0.34,45.58
C11574,0,229794,8,10000,181,15,6.92,8.84,6.92,94.44,75.44,19,0.09,1.26,4.38,4.38,1.25,-1.21,1.22,1.59,7.6,3.6,3.52,0.81,0.2,0,2.87,1.14,1.73,58.67
C11578,0,192386,7,20000,159,30,1.32,1.57,1.32,99.04,68.94,30.09,0.09,0.17,0.88,0.88,0.8,-0.17,0.17,1.51,7.98,0.89,0.16,1.79,0.54,0,2.46,1.26,1.2,88.6
C11585,0,814774,26,40000,403,17,11.34,13.62,6.31,93.01,68.61,24.4,0.09,2.58,4.5,2.5,2.45,-0.9,0.91,0.45,4.76,0.99,0.71,1.39,0.83,0.83,2.55,1.94,0.61,38.8
C11593,0,539323,23,20000,543,122,3.68,4.25,3.68,96.65,79.59,17.06,0.08,0.46,2.97,2.97,1.49,-0.45,0.46,6.15,9.68,0.25,0.18,2.11,2.11,1.61,4.65,3.66,0.44,58.84
C11596,0,1262457,30,50000,1268,264,1.44,3.18,0.26,97.46,91.05,6.41,0.08,1.46,1.16,0.21,0.06,-1.37,1.4,5.3,9.65,1.05,0.77,2.29,3.18,3.18,1.2,0.79,0.41,76.71
C11602,0,40033,1,17500,104,101,-0.16,-0.16,-0.16,100.42,62.28,38.14,0.08,0,-0.34,-0.34,-0.7,0.02,0,5.78,24.97,3.81,3.71,0.94,1.08,0,0.4,0.33,0.08,495.57
C11610,0,47482,4,10000,24,21,7.63,7.82,7.63,96.9,45.06,51.84,0.08,0.08,3.1,3.1,2.98,-0.08,0.08,2.16,4.87,2.66,1.42,0.12,0.16,0,0.22,0,0.22,58.51
C11612,0,208939,31,30000,283,21,-7.86,-5.36,-7.86,104.72,82.8,21.91,0.08,3.91,-8.54,-8.54,-8.62,-2.71,2.72,0.71,13.04,9.37,8.26,1.32,0.92,0.92,0.49,0,0.49,39.67
C11617,0,203608,4,10000,231,82,4.78,5.79,4.98,94.81,71.88,22.92,0.08,0.92,4.35,4.53,3.89,-0.92,0.92,8.26,10.92,1.8,0.7,0.19,1.36,0,0.49,0,0.49,181.19
C11618,0,124979,18,10000,55,-2,-2.83,-1.75,-2.83,100.7,28.77,71.94,0.08,0.38,-1.01,-1.01,-1.05,-0.38,0.38,-0.23,4.27,0.94,0.4,1.79,0,0,0,0,0,41.62
C11619,0,44604,0,100,42,-23,-10.3,-8.14,-10.3,106.26,93.47,12.79,0.08,1.64,-7.82,-7.82,-7.82,-1.64,1.64,-28.45,9.1,0.99,0.65,0.22,7.24,0.77,0.87,0,0.87,15.74
C11621,0,46678,3,10000,21,-72,-52.13,-50.53,-55.12,128.52,61.42,67.11,0.08,4.02,-32.46,-32.17,-32.29,-4.01,4.02,-7.22,4.45,0.72,0.64,0.34,0.69,0.18,0.85,0.63,0.22,75
C11622,0,1437700,16,35000,1756,113,6.5,6.85,6.51,93.39,87.97,5.41,0.08,0.34,6.35,6.37,3.98,-0.34,0.34,3.24,11.73,0.4,0.15,0.31,0.44,0,6.37,0,4.83,309.11
C11629,0,118039,1,10000,80,0,-2.67,-1.14,-2.67,100.7,88.94,11.76,0.08,0.83,-1.46,-1.46,-1.46,-0.83,0.83,0.06,6.54,3.14,0.12,2.1,0,0,0.19,0,0.19,17.85
C11635,0,86570,10,10000,69,-98,-32.77,-28.08,-32.77,118.22,74.54,43.67,0.08,3.03,-21.17,-21.17,-21.24,-3.03,3.03,-9.84,7.75,4.28,3.72,0.28,2.13,2.13,0.98,0.98,0,13.32
C11637,0,1057036,34,30000,1138,435,6.87,7.22,0.64,93.86,81.28,12.57,0.08,0.3,5.92,0.56,0.43,-0.28,0.3,14.5,10.34,4.32,4.12,1.51,1.35,0.47,2.47,2.2,0.27,50.89
C11638,0,673299,34,10000,870,40,2.45,4.78,0.23,95.01,76.03,18.97,0.08,2.54,2.53,0.24,0.16,-2.4,2.41,4.1,12.4,4.37,3.97,3.91,2.89,0.9,1.89,1.35,0.54,25.14
C11640,0,89446,11,10000,46,2,-11.04,-9.75,-15.08,104.13,70.96,33.17,0.08,0.54,-4.58,-6.26,-6.41,-0.52,0.54,0.25,4.98,0.29,0.23,1.25,0.74,0.04,0.43,0,0.43,81.66
C11652,0,52656,7,1000,44,-18,-3.55,-0.45,-3.17,100.39,70.11,30.28,0.08,2.12,-2.42,-2.16,-2.16,-2.11,2.12,-18.36,8.18,5.88,5.64,1.73,0.16,0.03,0.5,0,0.5,13.48
C11654,0,252206,20,10000,257,196,22.3,22.3,22.7,81.9,29.97,51.93,0.08,0.01,18.18,18.51,13.1,0,0.01,19.61,9.78,2.31,2.2,1.21,0.7,0.7,1.61,1.17,0.44,60.73
C11656,0,396514,14,19000,364,66,3.72,4.64,4.97,95.6,57.64,37.96,0.08,1.75,2.73,3.65,2.3,-0.62,0.68,3.52,8.82,1.66,0.9,2.21,1.64,0,2.41,1.26,1.15,58.57
C11657,0,264084,10,16000,275,49,5.87,7.32,6.14,93.98,69.48,24.5,0.08,1.2,4.89,5.12,3.37,-1.19,1.2,3.08,10,4.98,4.46,1.52,0.02,0,0.65,0,0.65,99.71
C11674,0,77766,2,3000,82,14,-8.83,-6.94,-8.83,105.97,78.74,27.23,0.07,1.61,-7.5,-7.5,-7.57,-1.59,1.61,4.72,10.2,2.25,2.25,3.73,0.89,0,0.39,0,0.39,99.71
C11685,0,802358,3,10000,420,259,11.72,11.72,11.7,95.16,86.51,8.65,0.07,0,4.91,4.9,3.14,0,0,25.92,5.03,1.36,1.19,0.3,0.06,0.06,1.63,1.51,0.12,95.88
C11694,0,1005600,72,10000,543,181,2.87,3.74,1.52,98.45,91.63,6.83,0.07,0.37,1.24,0.66,0.35,-0.37,0.37,18.12,5.19,1.67,1.55,0.91,0.34,0.13,1.14,0.45,0.7,64.44
C11699,0,109940,2,3000,132,28,-0.47,0.03,-0.47,99.96,83.91,16.05,0.07,0.57,-0.45,-0.45,-0.45,-0.48,0.49,9.55,11.6,5.37,5.08,0.92,1.54,0,1.53,0,1.53,42.85
C11708,0,894932,10,10000,551,327,9,9.13,9.07,95.51,83.61,11.9,0.07,0.12,4.44,4.48,2.79,-0.06,0.06,32.72,5.92,2.79,2.77,1.03,0.66,0,0.12,0,0.12,41.52
C11709,0,150324,7,10000,48,-30,8.9,10.95,8.9,97.25,83.65,13.6,0.07,0.53,2.29,2.29,2.2,-0.53,0.53,-3.08,3.09,0.03,0.01,2.2,0.55,0.1,2.9,1.3,1.6,4.08
C11712,0,279258,5,3000,92,3,1.79,4.05,1.04,99,5.38,99,0.07,0.6,0.48,0.28,0.08,-0.58,0.6,1.2,3.19,0.75,0.53,1.19,0,0,0,0,0,32.67
C11714,0,251144,5,3000,34,1,5.2,10.44,5.41,98.91,83.23,15.69,0.07,0.58,0.58,0.6,0.58,-0.58,0.58,0.56,1.94,0.2,0.19,0.06,0.04,0,0.08,0,0.08,27.36
C11729,0,164402,17,20000,443,257,0.22,0.54,0.22,98.9,86.52,12.39,0.07,0.69,0.48,0.48,0.05,-0.69,0.69,12.86,25.89,2.92,2.65,0.83,14.84,9.7,2.91,2.39,0.52,32.25
C11731,0,149354,11,10000,352,337,2.95,2.95,2.76,94.51,47.46,47.04,0.07,0,5.57,5.2,5.2,0.01,0,33.7,22.64,1.61,1.18,1.07,0.49,0.49,0.47,0,0.47,525.76
C11736,0,5634192,124,70000,4014,716,5.06,,4.73,96.02,72.44,23.58,0.07,1.17,2.88,2.7,1.33,,0,10.23,6.84,1.25,0.84,1.45,0.96,0.96,1.48,0.37,1.11,57.97
C11741,0,272615,8,10000,163,28,2.69,3.67,2.63,98.32,62,36.32,0.07,0.47,1.29,1.26,0.18,-0.47,0.47,2.89,5.74,3.1,2.48,0.43,0.48,0,0.71,0,0.71,23.74
C11750,0,152962,8,3000,145,7,0.64,2.07,0.64,98.27,83.12,15.15,0.07,1.31,0.49,0.49,0.3,-1.08,1.09,2.5,9.15,1.13,0.93,3.31,0.39,0,0.83,0,0.83,126.81
C11752,0,877581,67,50000,1560,293,0.4,1.04,0.4,98.28,59.19,39.1,0.07,1.22,0.57,0.57,0.49,-0.89,0.91,5.87,17.07,4.9,3.45,2.51,2.26,0.12,1.5,0.43,1.07,150.92
C11762,0,124067,7,10000,115,-51,-7.09,-4.16,-43.31,103.04,49.49,53.56,0.07,2.29,-5.27,-32.16,-32.21,-2.15,2.18,-5.1,8.91,1.82,0.3,1.51,1.99,0.18,0.71,0,0.71,104.13
