UserID,isAd
U002652,0
U002653,0
U002655,0
U002656,0
U002657,0
U002658,0
U002659,0
U002660,0
U002661,0
U002662,0
U002663,0
U002664,0
U002665,0
U002666,0
U002667,1
U002668,0
U002669,0
U002671,0
U002672,0
U002673,0
U002674,0
U002675,0
U002676,0
U002677,0
U002678,0
U002679,0
U002680,0
U002681,0
U002682,0
U002683,0
U002684,0
U002685,0
U002686,0
U002687,0
U002688,0
U002689,0
U002690,0
U002691,0
U002692,0
U002693,0
U002694,0
U002695,0
U002696,0
U002697,0
U002699,0
U002700,0
U002701,0
U002702,0
U002703,0
U002704,0
U002705,0
U002706,0
U002707,0
U002708,0
U002710,0
U002711,0
U002713,0
U002715,0
U002716,0
U002717,0
U002718,0
U002719,0
U002720,0
U002721,0
U002722,0
U002725,1
U002726,0
U002727,0
U002728,0
U002729,0
U002730,0
U002731,0
U002732,1
U002733,0
U002735,0
U002736,0
U002737,0
U002738,0
U002739,0
U002740,0
U002741,0
U002743,1
U002744,0
U002745,0
U002746,0
U002747,1
U002748,1
U002749,0
U002751,0
U002752,0
U002753,0
U002754,0
U002755,0
U002756,0
U002758,0
U002759,0
U002761,0
U002762,0
U002763,0
U002764,1
U002765,0
U002766,0
U002767,0
U002768,0
U002769,0
U002770,0
U002771,0
U002773,0
U002774,0
U002775,0
U002776,0
U002778,0
U002780,0
U002781,0
U002783,0
U002784,0
U002785,0
U002786,0
U002787,0
U002788,0
U002789,0
U002790,0
U002791,0
U002792,0
U002793,0
U002794,0
U002796,1
U002797,0
U002798,1
U002799,0
U002800,0
U002801,1
U002802,0
U002804,0
U002805,0
U002806,0
U002807,0
U002808,0
U002809,0
U002810,0
U002811,0
U002812,1
U002813,1
U002814,0
U002815,0
U002816,0
U002818,0
U002819,0
U002820,0
U002821,0
U002822,0
U002823,0
U002824,0
U002825,0
U002826,0
U002828,0
U002830,0
U002831,0
U002832,0
U002833,0
U002834,0
U002835,0
U002836,0
U002837,0
U002838,1
U002839,0
U002840,0
U002841,0
U002842,0
U002843,0
U002844,0
U002845,0
U002846,0
U002847,0
U002848,0
U002849,0
U002850,0
U002851,0
U002852,0
U002853,0
U002854,0
U002857,0
U002858,0
U002859,0
U002860,0
U002862,0
U002863,0
U002865,0
U002866,0
U002867,0
U002868,0
U002870,0
U002871,0
U002872,0
U002874,0
U002876,0
U002877,0
U002878,1
U002879,1
U002880,0
U002881,0
U002882,0
U002884,0
U002885,0
U002886,0
U002889,0
U002891,0
U002892,0
U002893,0
U002894,0
U002895,0
U002896,0
U002897,0
U002899,0
U002901,0
U002902,0
U002903,1
U002904,1
U002905,1
U002906,0
U002907,0
U002908,0
U002909,0
U002910,0
U002911,0
U002912,0
U002914,0
U002915,1
U002916,0
U002917,0
U002919,0
U002920,0
U002921,0
U002922,0
U002923,0
U002924,0
U002925,0
U002927,0
U002928,0
U002929,0
U002930,0
U002931,0
U002932,0
U002933,0
U002934,0
U002935,1
U002937,0
U002938,0
U002939,0
U002940,0
U002941,0
U002942,0
U002943,0
U002944,0
U002945,0
U002947,0
U002949,0
U002950,0
U002951,0
U002952,0
U002953,0
U002954,0
U002955,1
U002956,0
U002957,0
U002958,1
U002959,0
U002960,0
U002961,0
U002962,0
U002963,0
U002964,0
U002965,0
U002967,0
U002968,0
U002969,0
U002971,0
U002972,0
U002974,0
U002975,1
U002976,0
U002977,1
U002978,0
U002979,0
U002980,0
U002981,0
U002982,0
U002983,0
U002984,0
U002985,0
U002986,0
U002987,0
U002988,0
U002989,0
U002990,0
U002991,0
U002992,0
U002993,0
U002994,0
U002995,0
U002996,0
U002997,0
U002998,0
U002999,1
U003000,0
U003001,0
U003002,0
U003004,0
U003005,0
U003006,0
U003007,0
U003008,0
U003009,0
U003011,0
U003012,0
U003014,0
U003015,0
U003017,0
U003018,0
U003019,0
U003020,0
U003021,0
U003022,0
U003023,0
U003024,0
U003025,0
U003026,0
U003027,0
U003029,0
U003030,0
U003031,0
U003032,0
U003033,0
U003034,0
U003035,0
U003036,0
U003037,0
U003038,0
U003039,0
U003040,1
U003041,0
U003042,0
U003043,1
U003044,0
U003045,0
U003046,0
U003048,0
U003049,0
U003050,0
U003051,1
U003052,0
U003053,0
U003054,0
U003055,0
U003056,0
U003057,0
U003058,0
U003059,0
U003061,0
U003063,0
U003064,0
U003065,0
U003066,0
U003067,0
U003068,0
U003071,0
U003072,0
U003073,0
U003074,0
U003075,0
U003076,0
U003077,0
U003078,1
U003079,0
U003080,0
U003082,0
U003083,0
U003084,0
U003085,0
U003086,1
U003088,0
U003089,0
U003090,0
U003091,0
U003093,0
U003094,0
U003095,0
U003096,0
U003098,0
U003099,0
U003100,1
U003101,0
U003102,0
U003103,0
U003104,0
U003106,0
U003107,0
U003108,1
U003109,0
U003110,1
U003112,0
U003113,0
U003114,0
U003115,0
U003116,0
U003117,1
U003118,0
U003120,0
U003121,0
U003122,0
U003124,0
U003125,1
U003126,1
U003127,0
U003128,0
U003129,0
U003130,0
U003131,0
U003133,0
U003134,1
U003135,0
U003137,0
U003138,0
U003139,0
U003140,0
U003141,0
U003142,0
U003144,1
U003145,1
U003146,0
U003147,0
U003150,0
U003151,0
U003152,0
U003153,0
U003154,1
U003155,1
U003156,0
U003157,0
U003158,0
U003159,0
U003160,1
U003161,0
U003162,0
U003163,1
U003164,0
U003165,0
U003166,0
U003167,0
U003168,0
U003169,0
U003170,0
U003172,0
U003173,0
U003174,1
U003175,0
U003176,0
U003177,0
U003178,0
U003179,0
U003180,0
U003181,0
U003182,0
U003183,1
U003184,0
U003185,1
U003187,0
U003188,0
U003189,0
U003190,0
U003191,1
U003192,0
U003193,0
U003194,0
U003195,0
U003196,0
U003198,0
U003199,0
U003200,0
U003202,0
U003203,0
U003204,0
U003205,0
U003206,0
U003207,1
U003208,1
U003209,0
U003210,0
U003212,0
U003213,0
U003214,0
U003215,0
U003216,0
U003217,0
U003218,0
U003219,0
U003220,1
U003221,0
U003222,0
U003223,0
U003224,0
U003225,0
U003226,0
U003227,0
U003228,0
U003229,0
U003230,1
U003231,0
U003232,0
U003233,1
U003236,0
U003237,0
U003238,0
U003239,0
U003240,0
U003241,0
U003242,0
U003243,0
U003244,0
U003245,0
U003246,0
U003247,0
U003248,0
U003249,0
U003250,0
U003251,0
U003252,0
U003253,0
U003254,1
U003255,0
U003256,1
U003257,0
U003258,0
U003260,0
U003261,0
U003262,0
U003264,0
U003265,0
U003266,0
U003268,0
U003269,0
U003270,0
U003271,1
U003272,0
U003273,0
U003274,0
U003275,0
U003276,0
U003277,0
U003278,0
U003279,0
U003280,0
U003281,0
U003282,0
U003283,0
U003284,0
U003285,0
U003286,0
U003287,0
U003289,0
U003290,0
U003291,0
U003292,0
U003293,0
U003294,1
U003295,0
U003297,0
U003299,0
U003300,0
U003301,0
U003302,0
U003303,0
U003304,0
U003305,0
U003306,0
U003307,0
U003308,0
U003309,1
U003310,0
U003311,1
U003312,0
U003314,0
U003315,0
U003316,0
U003317,0
U003318,0
U003319,0
U003321,0
U003322,0
U003323,0
U003324,0
U003325,0
U003326,0
U003327,0
U003328,1
U003330,0
U003331,0
U003332,0
U003333,0
U003334,0
U003335,0
U003336,0
U003337,0
U003339,0
U003340,0
U003341,0
U003342,0
U003343,0
U003344,1
U003345,1
U003346,0
U003347,0
U003349,0
U003351,0
U003352,0
U003353,0
U003354,0
U003356,0
U003357,0
U003359,0
U003360,0
U003361,0
U003362,0
U003363,0
U003365,0
U003366,0
U003367,0
U003368,0
U003370,0
U003371,0
U003372,0
U003374,0
U003375,0
U003376,0
U003377,0
U003378,0
U003379,0
U003380,0
U003381,0
U003382,0
U003383,0
U003384,0
U003385,0
U003386,0
U003387,0
U003388,0
U003389,0
U003390,0
U003392,0
U003393,0
U003394,0
U003395,0
U003396,0
U003397,0
U003398,0
U003399,0
U003400,0
U003401,0
U003402,0
U003404,0
U003406,0
U003407,0
U003408,0
U003409,0
U003410,1
U003411,0
U003412,0
U003413,0
U003414,0
U003415,0
U003416,0
U003417,0
U003418,0
U003419,0
U003422,1
U003423,0
U003424,0
U003425,1
U003426,0
U003427,0
U003428,0
U003429,0
U003430,0
U003431,0
U003432,0
U003433,0
U003434,0
U003435,0
U003436,0
U003437,0
U003438,1
U003439,0
U003440,0
U003441,0
U003442,0
U003443,0
U003444,0
U003445,0
U003446,0
U003447,0
U003448,0
U003449,0
U003450,1
U003451,0
U003454,0
U003455,0
U003456,0
U003457,0
U003458,0
U003459,0
U003460,0
U003461,0
U003462,0
U003463,0
U003464,1
U003465,0
U003466,0
U003467,0
U003468,0
U003469,0
U003470,0
U003471,0
U003472,0
U003473,0
U003474,0
U003475,0
U003477,0
U003478,1
U003479,0
U003480,1
U003481,0
U003482,0
U003483,0
U003485,0
U003486,0
U003487,0
U003488,0
U003490,1
U003491,0
U003492,0
U003494,0
U003495,1
U003496,0
U003497,0
U003498,0
U003499,0
U003500,0
U003501,0
U003502,0
U003503,0
U003504,0
U003505,0
U003506,0
U003507,0
U003508,0
U003509,0
U003510,0
U003512,0
U003513,0
U003514,0
U003515,0
U003516,0
U003517,0
U003518,0
U003520,0
U003521,0
U003522,0
U003523,0
U003524,0
U003525,0
U003526,0
U003527,0
U003528,0
